code,category,date,time_start,time_end,location,lat,lng
242,汽車竊盜,2017-05-06,20,22,台北市士林區福安里延平北路7段46~12號,25.0962424,121.4963323
243,汽車竊盜,2017-05-10,04,06,台北市北投區東華里立農街2段151~180號,25.1190118,121.5177366
244,汽車竊盜,2017-05-13,22,24,台北市士林區蘭興里磺溪街271~300號,25.1072996,121.5230981
245,汽車竊盜,2017-05-28,02,04,台北市士林區永倫里通河西街211~240號,25.0934836,121.5025929
246,汽車竊盜,2017-05-31,12,14,台北市士林區芝山里芝玉路121~150號,25.105814,121.5349312
247,汽車竊盜,2017-06-03,08,10,台北市士林區福安里延平北路7段1~30號,25.0937189,121.497431
248,汽車竊盜,2017-06-06,08,10,台北市北投區湖山里湖山路2段1~30號,25.155343,121.541009
249,汽車竊盜,2017-06-10,12,14,台北市信義區三犁里松德路307巷(口),25.031468,121.575557
250,汽車竊盜,2017-06-10,14,16,台北市萬華區(環河南路堤外防洪道1~30號,25.0380429,121.4945615
251,汽車竊盜,2017-06-18,04,06,台北市內湖區成功路二段193巷內,25.0663257,121.5917524
252,汽車竊盜,2017-06-19,08,10,台北市南港區忠孝東路7段124巷17弄31~60號,25.0507292,121.5998779
253,汽車竊盜,2017-06-19,08,10,台北市士林區前港里劍潭路55巷18弄1~30號,25.0843219,121.521466
254,汽車竊盜,2017-06-20,16,18,台北市內湖區潭美街上,25.061708,121.6026097
255,汽車竊盜,2017-06-27,12,14,台北市士林區名山里至誠路2段51巷,25.1011574,121.528339
256,汽車竊盜,2017-07-05,06,08,台北市大同區老師里環河北路2段(汙水處理廠旁停車格),25.0740888,121.5113663
257,汽車竊盜,2017-07-10,08,10,台北市大同區光能里承德路2段109巷,25.0566748,121.5190137
258,汽車竊盜,2017-07-10,20,22,台北市大同區承德路2段121~150號,25.056938,121.518392
259,汽車竊盜,2017-07-17,06,08,台北市內湖區康寧路3段190巷31~60號,25.0684144,121.6108037
260,汽車竊盜,2017-08-02,22,24,台北市南港區南港里南港路1段271~300號,25.0545026,121.6087612
261,汽車竊盜,2017-08-17,00,02,台北市大同區通河西街1段(第27號,25.0794647,121.5148385
262,汽車竊盜,2017-08-25,06,08,台北市士林區福中里17鄰通河東街1段151~180號,25.0825212,121.5170702
263,汽車竊盜,2017-08-31,08,10,台北市內湖區安康路1~30號,25.0661739,121.611413
264,汽車竊盜,2017-08-31,10,12,台北市士林區富光里延平北路5段1巷(旁邊37號,25.0788269,121.5099636
265,汽車竊盜,2017-09-02,02,04,台北市萬華區峨嵋街61~90號,25.0262857,121.4970294
