code,category,date,time_start,time_end,location
232,住宅竊盜,2015-04-25,00,02,臺北市大同區揚雅里民族西路151~180號
233,住宅竊盜,2015-04-25,04,06,臺北市文山區興業里23鄰辛亥路5段124巷1~30號
234,住宅竊盜,2015-04-26,04,06,臺北市北投區智仁里21鄰中和街525巷10弄1~30號
235,住宅竊盜,2015-04-27,06,08,臺北市中山區大直街62巷5弄1~30號
236,住宅竊盜,2015-04-27,08,10,臺北市內湖區湖興里20鄰成功路2段250巷31~60號
237,住宅竊盜,2015-04-27,12,14,臺北市文山區興隆路2段154巷1~30號
238,住宅竊盜,2015-04-27,14,16,臺北市中山區大直街62巷5弄1~30號
239,住宅竊盜,2015-04-27,18,20,臺北市萬華區德昌街132巷1~30號
240,住宅竊盜,2015-04-27,22,24,臺北市內湖區港都里港華街85巷1~30號
241,住宅竊盜,2015-04-28,20,22,臺北市萬華區西藏路481~510號
242,住宅竊盜,2015-04-29,12,14,臺北市中山區敬業三路162巷121~150號
243,住宅竊盜,2015-04-29,14,16,臺北市中山區敬業三路162巷31~60號
244,住宅竊盜,2015-04-30,08,10,臺北市內湖區麗山街328巷1~30號
245,住宅竊盜,2015-04-30,18,20,臺北市內湖區樂康里康樂街136巷18弄31~60號
246,住宅竊盜,2015-05-01,00,02,臺北市信義區忠孝東路
247,住宅竊盜,2015-05-01,14,16,臺北市松山區民生東路5段181~210號
248,住宅竊盜,2015-05-01,16,18,臺北市中山區吉林路379巷1~30號
249,住宅竊盜,2015-05-03,00,02,臺北市中山區農安街1~30號
250,住宅竊盜,2015-05-03,12,14,臺北市松山區撫遠街391~420號
251,住宅竊盜,2015-05-03,18,20,臺北市松山區寶清街104巷31~60號
252,住宅竊盜,2015-05-04,10,12,臺北市中山區長安東路1段31~60號
253,住宅竊盜,2015-05-04,18,20,臺北市內湖區西湖里內湖路1段323巷1~30號
254,住宅竊盜,2015-05-05,10,12,臺北市南港區舊莊里舊莊街1段145巷6弄1~30號
255,住宅竊盜,2015-05-05,18,20,臺北市士林區菁山里永公路511~540號
256,住宅竊盜,2015-05-06,20,22,臺北市文山區試院里29鄰木柵路1段1~30號
257,住宅竊盜,2015-05-07,20,22,臺北市信義區大道里大道路7巷1弄1~30號
258,住宅竊盜,2015-05-08,06,08,臺北市大同區斯文里大龍街89巷1~30號
